Latitude,Longitude,Manufacturer,Turbine,TurbineHubheight,Totalpower,CommisioningDate,durchmesser,turbinen id,Nennleistung
51.1054723,10.9555412,#ND,#ND,#ND,500,1997,,Standard,3300
53.5605491,8.8488968,#ND,#ND,#ND,800,2007,,Standard,3300
53.5605491,8.8488968,Gamesa,G80/2000,#ND,10000,2007,,G80/2000,2000
53.5605491,8.8488968,#ND,#ND,#ND,4800,2006,,Standard,3300
54.724722,8.81,#ND,#ND,#ND,8000,2007,,Standard,3300
54.724722,8.81,#ND,#ND,#ND,500,1991,,Standard,3300
50.8174655,11.236396,#ND,#ND,#ND,200,1999,,Standard,3300
50.8174655,11.236396,Enercon,E82/2300,#ND,4600,2012,,E82/2300,2300
52.7072237,11.7414593,#ND,#ND,#ND,4000,2006,,Standard,3300
52.7072237,11.7414593,#ND,#ND,#ND,22000,2007,,Standard,3300
51.333643,12.161522,#ND,#ND,#ND,4000,2004,,Standard,3300
51.2251965,10.2813013,#ND,#ND,#ND,1000,1998,,Standard,3300
51.2251965,10.2813013,#ND,#ND,#ND,1200,2000,,Standard,3300
51.2251965,10.2813013,#ND,#ND,#ND,1800,2002,,Standard,3300
51.2251965,10.2813013,#ND,#ND,#ND,600,2004,,Standard,3300
51.2251965,10.2813013,#ND,#ND,#ND,39600,2003,,Standard,3300
49.8953187,9.6263641,Vestas,V90/2000,105,4000,2009,,V90/2000,2000
54.888152,8.701886,#ND,#ND,#ND,1000,1994,,Standard,3300
51.446389,13.473611,#ND,#ND,#ND,2000,2009,,Standard,3300
51.446389,13.473611,#ND,#ND,#ND,1600,2009,,Standard,3300
49.1953024,12.5161084,#ND,#ND,#ND,750,2002,,Standard,3300
52.25509,8.47884,#ND,#ND,#ND,600,2002,,Standard,3300
52.25509,8.47884,Nordex,N43/600,78,600,2001,,N43/600,619
50.2447948,7.2587005,Tacke,TW-600,#ND,2400,1996,,TW-600,631
50.2447948,7.2587005,Vestas,V90/2000,#ND,2000,2008,,V90/2000,2000
54.1000806,10.7706116,Enercon,E66/1800,#ND,14400,2000,,E66/1800,1820
54.3519967,13.3630491,#ND,#ND,#ND,1500,1997,,Standard,3300
53.969722,10.692936,GE Energy,1.5s,#ND,3000,2004,,1.5s,1500
48.132031,8.161004,Enercon,E66/1800,65,1800,2003,,E66/1800,1820
51.291039,13.813083,Vestas,V47/660,#ND,1320,1999,,V47/660,660
52.7086457,9.2343328,#ND,#ND,#ND,1500,2003,,Standard,3300
52.0186092,10.8314438,#ND,#ND,#ND,500,2001,,Standard,3300
51.99,10.849444,Enercon,E112/6000,125,6000,2006,,Standard,3300
51.99,10.849444,Enercon,E92/2350,#ND,4700,2014,,E92/2350,2350
51.574429,12.263738,#ND,#ND,#ND,2400,1999,,Standard,3300
51.574429,12.263738,#ND,#ND,#ND,4000,2004,,Standard,3300
51.574429,12.263738,Vestas,V80/2000,#ND,2000,2005,,V80/2000,2000
51.574429,12.263738,Vestas,V80/2000,#ND,4000,2006,,V80/2000,2000
51.171111,11.356389,#ND,#ND,#ND,2000,2007,,Standard,3300
54.19,9.02,Neg Micon,#ND,#ND,1000,1993,,Standard,3300
53.4703689,13.9761898,Nordex,N60/1300,#ND,13000,1999,,N60/1300,1364
53.4703689,13.9761898,Enercon,E82/2300,#ND,4600,2010,,E82/2300,2300
53.4703689,13.9761898,Enercon,E82/2300,#ND,2300,2012,,E82/2300,2300
50.730754,9.1956803,#ND,#ND,#ND,450,1994,,Standard,3300
49.3,8.38,Vestas,V90/2000,#ND,6000,2006,,V90/2000,2000
50.19,6.45,Fuhrländer,FL MD/77,85,1500,2006,,FL MD/77,1525
51.033988,6.689963,#ND,#ND,#ND,2400,2007,,Standard,3300
52.282778,9.670556,Vestas,V47/660,76,1980,2001,,V47/660,660
49.0200434,10.0308294,#ND,#ND,#ND,4000,2004,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,8000,2007,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,2000,2008,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,800,2007,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,1000,2008,,Standard,3300
51.9971256,7.0924424,Enercon,E58/1000,#ND,1000,2002,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,600,2002,,Standard,3300
51.9971256,7.0924424,#ND,#ND,#ND,500,1998,,Standard,3300
49.0666667,9.7166667,#ND,#ND,#ND,7200,2002,,Standard,3300
49.0666667,9.7166667,#ND,#ND,#ND,500,1996,,Standard,3300
50.973934,8.866811,Neg Micon,NM82/1500,#ND,12000,2003,,NM82/1500,1500
50.973934,8.866811,#ND,#ND,#ND,16000,2003,,Standard,3300
51.026667,12.391111,Nordex,S70,65,13500,2002,,S70,1500
50.9963851,13.0561483,Bonus,B54/1000,#ND,1000,1998,,B54/1000,1000
50.9963851,13.0561483,Vestas,V47/660,65,1320,1999,,V47/660,660
50.9963851,13.0561483,Neg Micon,NM60/1000,#ND,2000,1999,,NM60/1000,1041
50.9963851,13.0561483,#ND,#ND,#ND,660,2000,,Standard,3300
50.9963851,13.0561483,Enercon,E40/600,65,600,2006,,E40/600,600
50.9963851,13.0561483,Enercon,#ND,#ND,3900,2011,,Standard,3300
50.9721212,13.0361604,Südwind,S70/1500,65,3000,2001,,S70/1500,1500
50.2,9.4166667,Enercon,E66/1800,98,7200,2003,,E66/1800,1820
53.474101,14.125887,HSW,#ND,#ND,6000,2000,,Standard,3300
49.396203,10.884967,#ND,#ND,#ND,1200,2001,,Standard,3300
51.0871504,13.2240314,#ND,#ND,#ND,1000,1996,,Standard,3300
51.0871504,13.2240314,#ND,#ND,#ND,1800,2002,,Standard,3300
54.0902349,12.1329501,#ND,#ND,#ND,675,1993,,Standard,3300
54.0902349,12.1329501,#ND,#ND,#ND,2000,1995,,Standard,3300
54.0902349,12.1329501,#ND,#ND,#ND,1000,2001,,Standard,3300
54.0902349,12.1329501,Nordex,#ND,#ND,2500,2006,,Standard,3300
53.1096538,9.3972621,#ND,#ND,#ND,32000,2009,,Standard,3300
53.1096538,9.3972621,#ND,#ND,#ND,18400,2008,,Standard,3300
53.800497,10.600166,#ND,#ND,#ND,600,2003,,Standard,3300
51.366368,10.383968,Vestas,V82/1500,101,6000,2005,,Standard,3300
49.9428717,7.8005331,#ND,#ND,#ND,270,1996,,Standard,3300
49.9428717,7.8005331,Nordex,S77,#ND,22500,2005,,S77,1500
49.9428717,7.8005331,#ND,#ND,#ND,6000,2007,,Standard,3300
49.9428717,7.8005331,Enercon,E70/2000,#ND,8000,2006,,E70/2000,2050
51.3355393,14.9678205,#ND,#ND,#ND,1200,2001,,Standard,3300
50.971022,13.334789,Enercon,E82/2000,#ND,6000,2011,,E82/2000,2000
49.54702,7.593248,#ND,#ND,#ND,3600,2001,,Standard,3300
49.54702,7.593248,#ND,#ND,#ND,1600,2003,,Standard,3300
51.570833,11.691667,Tacke,1.5s,85,16500,1999,,1.5s,1500
51.570833,11.691667,GE Energy,1.5s,85,4500,2003,,1.5s,1500
51.570833,11.691667,Vestas,V90/2000,105,4000,2006,,V90/2000,2000
51.570833,11.691667,Enercon,E82/2000,108,4000,2008,,E82/2000,2000
52.211936,11.399462,#ND,#ND,#ND,4200,2001,,Standard,3300
52.289792,10.06792,#ND,#ND,#ND,2600,2002,,Standard,3300
52.289792,10.06792,#ND,#ND,#ND,1000,2002,,Standard,3300
51.952998,7.534574,Nordex,N117/2400,#ND,4800,2014,,N117/2400,2400
49.5801602,7.2382504,#ND,#ND,#ND,1250,2002,,Standard,3300
52.48,13.8,Repower,#ND,#ND,1200,1996,,Standard,3300
52.48,13.8,Vestas,V44/600,53,2400,1996,,V44/600,600
52.48,13.8,Tacke,TW-600,50,1200,1995,,TW-600,631
52.48,13.8,Repower,#ND,#ND,600,1997,,Standard,3300
54.006962,8.882489,Enercon,E82/2300,85,2300,2011,,E82/2300,2300
54.006962,8.882489,Enercon,E82/2300,85,4600,2011,,E82/2300,2300
50.79505822,9.184784889,Nordex,N117/2400,#ND,9600,2013,,N117/2400,2400
52.83,13.56,Enercon,E70/2000,114,8000,2007,,E70/2000,2050
53.8986598,12.1548552,#ND,#ND,#ND,1000,2004,,Standard,3300
53.8986598,12.1548552,Enercon,E101/3000,#ND,27000,2013,,E101/3000,3000
50.71,9.07,GE Energy,1.5sl,85,7500,2002,,1.5sl,1500
48.88,9.82,Repower,MM92,80,2000,2007,,MM92,2000
49.620919,7.2908592,#ND,#ND,#ND,4500,2003,,Standard,3300
49.620919,7.2908592,#ND,#ND,#ND,1500,2006,,Standard,3300
53.4555152,9.5682736,#ND,#ND,#ND,11550,2001,,Standard,3300
51.490858,8.431489,Dewind,D6-1000,69,1000,1999,,D6-1000,1000
52.8799625,12.9988396,Enercon,#ND,#ND,8000,2007,,Standard,3300
53.789563,11.223369,#ND,#ND,#ND,1700,2003,,Standard,3300
53.789563,11.223369,#ND,#ND,#ND,12000,2001,,Standard,3300
53.789563,11.223369,#ND,#ND,#ND,3000,2000,,Standard,3300
53.789563,11.223369,e.n.o. energy,82,#ND,6000,2012,,82,2000
54.320354,12.491582,Vestas,#ND,#ND,2600,1993,,Standard,3300
54.320354,12.491582,#ND,#ND,#ND,1000,2000,,Standard,3300
50.5010387,11.7302064,#ND,#ND,#ND,500,1995,,Standard,3300
53.836667,10.961389,Enercon,E82/2300,138,4600,2010,,E82/2300,2300
53.9613328,9.3271355,#ND,#ND,#ND,600,1992,,Standard,3300
50.8398466,13.6338536,Enercon,E40/500,65,1500,1999,,E40/500,500
52.17,7.63,Vestas,V80/2000,100,6000,2003,,V80/2000,2000
52.17,7.64,Repower,MM82,84,8000,2005,,MM82,2000
52.17,7.64,#ND,#ND,#ND,850,2001,,Standard,3300
54.5254363,13.5545576,#ND,#ND,#ND,1000,2000,,Standard,3300
50.51676,7.849957,#ND,#ND,#ND,250,1996,,Standard,3300
51.1704145,7.0542575,GE Energy,#ND,100,3000,2002,,Standard,3300
51.1704145,7.0542575,GE Energy,#ND,#ND,1500,2002,,Standard,3300
51.5891796,13.8477855,Vestas,V80/2000,100,26000,2004,,V80/2000,2000
51.5891796,13.8477855,Vestas,V80/2000,100,2000,2004,,V80/2000,2000
52.3228888,7.3490606,#ND,#ND,#ND,1500,2004,,Standard,3300
52.3228888,7.3490606,GE Energy,1.5s,#ND,6000,2002,,1.5s,1500
47.80949,13.05501,#ND,#ND,#ND,1000,1995,,Standard,3300
47.80949,13.05501,#ND,#ND,#ND,250,1996,,Standard,3300
51.702222,12.216944,Enercon,E70/2000,#ND,4000,2006,,E70/2000,2050
51.702222,12.216944,#ND,#ND,#ND,2000,2013,,Standard,3300
52.1522621,10.3310134,Enercon,E66/1800,85,9000,2001,,E66/1800,1820
52.1522621,10.3310134,#ND,#ND,#ND,8000,2002,,Standard,3300
52.1522621,10.3310134,Vestas,V80/2000,78,2000,2004,,V80/2000,2000
52.1522621,10.3310134,#ND,#ND,#ND,14400,2002,,Standard,3300
52.1522621,10.3310134,#ND,#ND,#ND,6900,2009,,Standard,3300
52.1522621,10.3310134,#ND,#ND,#ND,1300,2002,,Standard,3300
52.1522621,10.3310134,#ND,#ND,#ND,10000,2009,,Standard,3300
52.1522621,10.3310134,Enercon,E82/2000,#ND,2000,2010,,E82/2000,2000
52.079444,9.654722,Enercon,E82/2000,108,6000,2007,,E82/2000,2000
52.079444,9.654722,Enercon,E82/2000,108,2000,2006,,E82/2000,2000
52.849563,11.151468,#ND,#ND,#ND,2000,2001,,Standard,3300
52.26,11.56,Bonus,B52/1000,#ND,4000,2000,,Standard,3300
52.26,11.59,Bonus,#ND,#ND,#ND,2001,,Standard,3300
54.355747,13.2948071,#ND,#ND,#ND,2400,2000,,Standard,3300
53.505086,8.013618,#ND,#ND,#ND,9000,1999,,Standard,3300
53.505086,8.013618,#ND,#ND,#ND,1600,2005,,Standard,3300
53.505086,8.013618,Siemens,#ND,#ND,7200,2011,,Standard,3300
53.505086,8.013618,Siemens,#ND,#ND,6000,2012,,Standard,3300
54.0687652,12.399586,#ND,#ND,#ND,660,2003,,Standard,3300
53.991219,10.667377,#ND,#ND,#ND,3300,2000,,Standard,3300
50.2389912,6.8785235,Repower,MM82,100,10000,2004,,MM82,2000
53.7523668,13.6239232,#ND,#ND,#ND,1800,2001,,Standard,3300
53.794805,13.102595,#ND,#ND,#ND,800,2000,,Standard,3300
52.235323,9.858073,#ND,#ND,#ND,9000,2000,,Standard,3300
52.235323,9.858073,#ND,#ND,#ND,6900,2004,,Standard,3300
52.235323,9.858073,#ND,#ND,#ND,3000,2004,,Standard,3300
52.235323,9.858073,#ND,#ND,#ND,4500,1999,,Standard,3300
51.988214,8.041172,Enercon,E82/2000,#ND,8000,2010,,E82/2000,2000
51.988214,8.041172,Nordex,N43/600,78,600,1998,,N43/600,619
51.988214,8.041172,#ND,#ND,#ND,2000,2008,,Standard,3300
54.5283054,13.6138045,#ND,#ND,#ND,300,2000,,Standard,3300
53.0333333,7.7166667,#ND,#ND,#ND,6500,2000,,Standard,3300
53.0333333,7.7166667,#ND,#ND,#ND,1000,1996,,Standard,3300
53.0333333,7.7166667,#ND,#ND,#ND,500,1995,,Standard,3300
53.9891113,11.891583,#ND,#ND,#ND,1000,1996,,Standard,3300
53.9891113,11.891583,#ND,#ND,#ND,2000,2009,,Standard,3300
50.53,13.19,Vestas,V27/225,30,450,1992,,V27/225,225
50.53,13.19,Neg Micon,#ND,31,500,1992,,Standard,3300
51.04,13.19,Enron,1.5s,65,21000,2000,,1.5s,1500
51.04,13.19,Tacke,1.5s,67,6000,1999,,1.5s,1500
51.2541269,8.169605,Enercon,E82/2000,#ND,2000,2002,,E82/2000,2000
52.191556,10.4106,#ND,#ND,#ND,11700,2001,,Standard,3300
52.191556,10.4106,#ND,#ND,#ND,2000,2002,,Standard,3300
52.191556,10.4106,#ND,#ND,#ND,1300,2000,,Standard,3300
50.7117215,13.4221919,#ND,#ND,#ND,660,1994,,Standard,3300
52.191111,11.389444,Vestas,V80/2000,#ND,8000,2006,,V80/2000,2000
52.191111,11.389444,GE Energy,1.5sl,#ND,1500,2004,,1.5sl,1500
52.191111,11.389444,GE Energy,1.5sl,96,9000,2002,,1.5sl,1500
51.6007834,13.7525084,Vestas,V90/2000,105,12000,2006,,V90/2000,2000
51.6007834,13.7525084,Vestas,V90/2000,105,2000,2009,,V90/2000,2000
51.72,11.56,Vestas,V90/2000,100,2000,2007,,V90/2000,2000
51.72,11.56,#ND,#ND,#ND,4500,2006,,Standard,3300
51.7166744,11.6178332,#ND,#ND,#ND,1500,2007,,Standard,3300
54.759231,9.183453,Enercon,#ND,#ND,6000,2005,,Standard,3300
54.759231,9.183453,#ND,#ND,#ND,9000,1999,,Standard,3300
54.759231,9.183453,#ND,#ND,#ND,1200,1994,,Standard,3300
54.759231,9.183453,#ND,#ND,#ND,600,1995,,Standard,3300
51.241142,7.529443,#ND,#ND,#ND,600,2002,,Standard,3300
51.241142,7.529443,#ND,#ND,#ND,500,1997,,Standard,3300
51.6732905,8.6092413,#ND,#ND,#ND,1800,2000,,Standard,3300
51.6732905,8.6092413,#ND,#ND,#ND,800,2009,,Standard,3300
51.6732905,8.6092413,Enercon,#ND,#ND,850,2008,,Standard,3300
52.53,9.56,Bonus,B62/1300,68,6500,2000,,B62/1300,1300
52.53,9.56,Enercon,E101/3000,#ND,72000,2013,,E101/3000,3000
54.134222,10.883313,#ND,#ND,#ND,7200,2002,,Standard,3300
50.2782288,11.7413623,Nordex,N117/2400,#ND,9600,2014,,N117/2400,2400
52.5675379,6.9626795,Vestas,V80/2000,100,6000,2005,,V80/2000,2000
53.168677,9.4826696,#ND,#ND,#ND,500,2000,,Standard,3300
53.168677,9.4826696,#ND,#ND,#ND,500,1997,,Standard,3300
51.55,14.38,Repower,MM82,100,10000,2004,,MM82,2000
51.55,14.38,Repower,MM82,100,6000,2004,,MM82,2000
50.359725,6.419046,Dewind,D6-1000,69,1000,1999,,D6-1000,1000
50.359725,6.419046,Dewind,D4,70,600,1999,,D4,600
50.7666667,8.4,Enron,1.5sl,85,4500,2001,,1.5sl,1500
48.392182,9.625461,Neg Micon,NM44/750,70,2250,2000,,NM44/750,747
48.392182,9.625461,#ND,#ND,#ND,1400,2000,,Standard,3300
52.186741,10.098525,#ND,#ND,#ND,600,1999,,Standard,3300
52.186741,10.098525,#ND,#ND,#ND,3600,2003,,Standard,3300
53.361111,13.933333,Repower,MD77,85,7500,2001,,MD77,1500
51.957429,14.635632,#ND,#ND,#ND,12000,2009,,Standard,3300
50.8185822,9.8436902,#ND,#ND,#ND,2400,1998,,Standard,3300
50.8185822,9.8436902,#ND,#ND,#ND,6000,2005,,Standard,3300
51.694342,6.873743,#ND,#ND,#ND,850,2001,,Standard,3300
51.694342,6.873743,#ND,#ND,#ND,1000,2003,,Standard,3300
52.214167,11.826667,#ND,#ND,#ND,1200,2001,,Standard,3300
52.214167,11.826667,Vestas,V90/2000,105,16000,2007,,V90/2000,2000
51.9389808,13.7416089,#ND,#ND,#ND,4500,2002,,Standard,3300
51.9137049,9.1532734,#ND,#ND,#ND,1000,2002,,Standard,3300
51.9137049,9.1532734,#ND,#ND,#ND,600,2000,,Standard,3300
53.5764671,8.6102022,Enercon,E82/2300,108,6900,2011,,E82/2300,2300
50.393314,12.29835,#ND,#ND,#ND,2000,2009,,Standard,3300
52.662778,11.709167,Enercon,E70/2000,#ND,4000,2007,,E70/2000,2050
52.662778,11.709167,Enercon,E70/2000,#ND,26000,2008,,E70/2000,2050
52.662778,11.709167,Enercon,E70/2000,#ND,24000,2009,,E70/2000,2050
53.7077937,10.4613278,#ND,#ND,#ND,4000,2002,,Standard,3300
51.5427575,13.8949133,Enercon,E126/7500,135,7500,2012,,E126/7500,7580
51.5427575,13.8949133,#ND,#ND,#ND,36300,1999,,Standard,3300
51.391804,12.088633,#ND,#ND,#ND,4000,2006,,Standard,3300
51.242727,12.017949,Bonus,#ND,#ND,23000,2006,,Standard,3300
51.242727,12.017949,Bonus,#ND,#ND,4600,2007,,Standard,3300
53.7326873,10.8263368,#ND,#ND,#ND,3000,2000,,Standard,3300
53.7326873,10.8263368,#ND,#ND,#ND,20700,2008,,Standard,3300
53.7326873,10.8263368,#ND,#ND,#ND,1800,2003,,Standard,3300
52.167778,12.829444,Enercon,E82/2300,138,2300,2010,,E82/2300,2300
51.8090414,8.8434131,#ND,#ND,#ND,500,1999,,Standard,3300
50.69,9.95,Fuhrländer,FL MD/77,100,1500,2006,,FL MD/77,1525
50.5294456,6.4768533,GE Energy,1.5sl,85,22500,2002,,1.5sl,1500
50.5294456,6.4768533,Tacke,1.5s,85,3000,2000,,1.5s,1500
50.5294456,6.4768533,#ND,#ND,#ND,400,1991,,Standard,3300
50.5294456,6.4768533,#ND,#ND,#ND,225,1991,,Standard,3300
50.5294456,6.4768533,#ND,#ND,#ND,500,1995,,Standard,3300
54.5181131,9.5703542,#ND,#ND,#ND,300,1997,,Standard,3300
54.5181131,9.5703542,#ND,#ND,#ND,450,1994,,Standard,3300
51.7202677,13.4170802,Vestas,V90/2000,#ND,16000,2009,,V90/2000,2000
52.236227,9.819289,Nordex,N90/2300,100,6900,2004,,N90/2300,2300
52.236227,9.819289,Nordex,S77,#ND,3000,2004,,S77,1500
52.236227,9.819289,Tacke,1.5s,#ND,4500,1999,,1.5s,1500
51.1035269,11.1405916,#ND,#ND,#ND,3000,1999,,Standard,3300
51.1035269,11.1405916,#ND,#ND,#ND,9000,2006,,Standard,3300
50.3485173,9.5276326,#ND,#ND,#ND,2500,2001,,Standard,3300
50.3485173,9.5276326,#ND,#ND,#ND,1500,2001,,Standard,3300
50.3485173,9.5276326,Vestas,V90/2000,#ND,2000,2011,,V90/2000,2000
50.3485173,9.5276326,#ND,#ND,#ND,10500,2002,,Standard,3300
50.3485173,9.5276326,#ND,#ND,#ND,4000,2004,,Standard,3300
50.3485173,9.5276326,GE Energy,#ND,#ND,10500,2011,,Standard,3300
50.3485173,9.5276326,Vestas,V112/3000,#ND,27000,2015,,V112/3000,3000
53.600592,7.2574681,Enercon,E70/2000,#ND,28000,2010,,E70/2000,2050
54.3485973,13.0073298,#ND,#ND,#ND,500,2000,,Standard,3300
54.3485973,13.0073298,#ND,#ND,#ND,1200,2000,,Standard,3300
50.8380522,13.6757634,#ND,#ND,#ND,1200,2000,,Standard,3300
50.8380522,13.6757634,#ND,#ND,#ND,1500,2000,,Standard,3300
50.8380522,13.6757634,#ND,#ND,#ND,600,2000,,Standard,3300
50.8380522,13.6757634,#ND,#ND,#ND,1000,2000,,Standard,3300
50.8380522,13.6757634,#ND,#ND,#ND,2000,2008,,Standard,3300
50.5361541,11.2170915,Enercon,E82/2000,#ND,4000,2011,,E82/2000,2000
50.895434,12.3550615,Vestas,V90/2000,#ND,2000,2015,,V90/2000,2000
50.8766972,12.3765731,#ND,#ND,#ND,2100,1996,,Standard,3300
50.904353,12.3603136,#ND,#ND,#ND,1400,1996,,Standard,3300
48.071072,12.3706159,Tacke,TW-600,#ND,1200,1996,,TW-600,631
48.071072,12.3706159,HSW,1000,#ND,1000,1998,,Standard,3300
49.54446962,11.99848142,GE Energy,#ND,139,2750,2013,,Standard,3300
54.6466431,9.6422966,Micon,M1500-600,#ND,600,1993,,Standard,3300
49.198417,10.177962,#ND,#ND,#ND,2000,2006,,Standard,3300
51.767222,12.723056,Vestas,V80/2000,#ND,20000,2002,,V80/2000,2000
53.1114601,9.6907756,#ND,#ND,#ND,3000,2000,,Standard,3300
49.9908941,7.6095722,Senvion,3.2M114,143,6400,2014,,3.2M114,3200
54.687658,9.240735,Tacke,TW-600,#ND,1800,1994,,TW-600,631
54.50628334,9.009561539,Enercon,E82/2000,#ND,8000,2009,,E82/2000,2000
52.0833333,7.2666667,Enercon,E66/1800,#ND,25200,2010,,E66/1800,1820
52.7403234,8.7672954,Enercon,E66/1800,#ND,12600,2004,,E66/1800,1820
52.7403234,8.7672954,Enercon,E66/1800,98,18000,2004,,E66/1800,1820
52.7403234,8.7672954,Enercon,E70/2000,98,4000,2007,,E70/2000,2050
52.7403234,8.7672954,#ND,#ND,#ND,500,1998,,Standard,3300
52.7403234,8.7672954,#ND,#ND,#ND,4000,2006,,Standard,3300
52.7403234,8.7672954,Enercon,E66/1800,#ND,5400,2004,,E66/1800,1820
48.7872802,8.6462485,#ND,#ND,#ND,750,2000,,Standard,3300
48.1426128,8.1995919,#ND,#ND,#ND,4000,2006,,Standard,3300
48.1426128,8.1995919,#ND,#ND,#ND,600,2002,,Standard,3300
48.14,8.2,Südwind,S77/1500,97,1500,2001,,S77/1500,1500
48.14,8.2,Nordex,S77,97,1500,2002,,S77,1500
51.5964732,13.4982837,#ND,#ND,#ND,1200,2000,,Standard,3300
51.5924503,13.5454715,#ND,#ND,#ND,600,2000,,Standard,3300
51.1949536,8.1010613,Enercon,E58/1000,#ND,1000,2003,,Standard,3300
51.1949536,8.1010613,Enercon,E40/600,#ND,600,2003,,E40/600,600
53.0577207,12.2376458,#ND,#ND,#ND,4000,2009,,Standard,3300
52.67,13.43,#ND,#ND,#ND,800,2002,,Standard,3300
51.9455418,13.5194032,Südwind,S70/1500,85,3000,2002,,S70/1500,1500
53.32,13.71,Repower,#ND,#ND,4200,2000,,Standard,3300
51.3,13.71,Enercon,E82/2000,#ND,24000,2010,,E82/2000,2000
51.3,13.71,Enercon,E70/2000,#ND,4000,2006,,E70/2000,2050
52.656081,13.338873,#ND,#ND,#ND,6000,2001,,Standard,3300
47.81594679,10.83627525,#ND,#ND,135,3000,2014,,Standard,3300
52.211394,13.138962,Vestas,V90/2000,105,10000,2004,,V90/2000,2000
52.211394,13.138962,Vestas,V90/2000,#ND,10000,2004,,V90/2000,2000
52.211394,13.138962,Enercon,E70/2300,98,2300,2009,,E70/2300,2310
52.1417111,10.9677015,#ND,#ND,#ND,10000,2005,,Standard,3300
52.1417111,10.9677015,#ND,#ND,#ND,6000,2008,,Standard,3300
49.341396,9.554992,#ND,#ND,#ND,2000,2001,,Standard,3300
50.0511015,10.3029269,#ND,#ND,#ND,2000,2003,,Standard,3300
52.620038,13.12995,#ND,#ND,#ND,22000,2007,,Standard,3300
51.97,13.78,Enercon,E66/1500,#ND,1500,1999,,Standard,3300
51.96,13.77,Enercon,E44/600,#ND,1800,2001,,E44/600,600
51.96,13.79,Vestas,V90/2000,#ND,22000,2007,,V90/2000,2000
51.96,13.79,Vestas,V112/3300,#ND,3300,2014,,V112/3300,3300
48.403889,8.558611,Enercon,E82/2000,138,2000,2011,,E82/2000,2000
52.145061,10.774873,#ND,#ND,#ND,9000,2000,,Standard,3300
52.0935005,7.2353499,#ND,#ND,#ND,1000,1995,,Standard,3300
52.0935005,7.2353499,#ND,#ND,#ND,800,2007,,Standard,3300
52.0935005,7.2353499,#ND,#ND,#ND,24000,2002,,Standard,3300
52.0935005,7.2353499,#ND,#ND,#ND,6000,2000,,Standard,3300
52.0935005,7.2353499,#ND,#ND,#ND,1800,2002,,Standard,3300
52.080305,7.301802,#ND,#ND,#ND,25200,2001,,Standard,3300
51.674722,14.274722,Repower,MD77,112,3000,2007,,MD77,1500
52.8997222,13.5166667,#ND,#ND,#ND,1500,2003,,Standard,3300
52.8677282,13.7489823,#ND,#ND,#ND,1000,2001,,Standard,3300
53.5283684,7.9472965,#ND,#ND,#ND,2700,2003,,Standard,3300
53.5283684,7.9472965,#ND,#ND,#ND,900,1995,,Standard,3300
53.5283684,7.9472965,#ND,#ND,#ND,4200,1995,,Standard,3300
53.5283684,7.9472965,#ND,#ND,#ND,4000,1998,,Standard,3300
53.5283684,7.9472965,#ND,#ND,#ND,3600,1999,,Standard,3300
51.6525765,12.0250103,Nordex,N80/2500,80,7500,2004,,N80/2500,2500
51.6525765,12.0250103,Nordex,N80/2500,80,7500,2006,,N80/2500,2500
51.652576,12.02501,GE Energy,1.5sl,#ND,6000,2006,,1.5sl,1500
50.5168163,9.1247959,Bonus,B37/450,#ND,450,1995,,B37/450,476
50.5168163,9.1247959,Fuhrländer,#ND,#ND,750,1998,,Standard,3300
49.9824372,10.0993365,#ND,#ND,#ND,1000,2002,,Standard,3300
49.9824372,10.0993365,#ND,#ND,#ND,1000,2003,,Standard,3300
52.977417,12.247385,Vestas,V52/850,#ND,1700,2004,,V52/850,850
52.977417,12.247385,Vestas,V52/850,#ND,4250,2005,,V52/850,850
52.977417,12.247385,Vestas,V90/2000,#ND,2000,2010,,V90/2000,2000
54.5181008,9.4798598,#ND,#ND,#ND,20400,2001,,Standard,3300
54.5181008,9.4798598,#ND,#ND,#ND,1800,1998,,Standard,3300
54.5181008,9.4798598,#ND,#ND,#ND,2000,2001,,Standard,3300
53.7582806,10.4299027,Vestas,V90/2000,#ND,6000,2010,,V90/2000,2000
53.7582806,10.4299027,Bonus,#ND,90,16000,2002,,Standard,3300
53.4736347,10.5610386,#ND,#ND,#ND,1650,2000,,Standard,3300
54.24,8.93,Tacke,TW-500,#ND,3500,1994,,TW-500,500
54.24,8.93,Tacke,TW-600,#ND,1800,1994,,TW-600,631
54.24,8.93,Enercon,E70/2300,#ND,2300,2014,,E70/2300,2310
54.24,8.93,Neg Micon,NM48/750,#ND,4500,2001,,NM48/750,750
54.24,8.93,Enercon,E70/2300,#ND,9200,2014,,E70/2300,2310
54.2297333,8.9320932,#ND,#ND,#ND,2300,2009,,Standard,3300
53.9965,10.78,Vestas,V80/2000,100,2000,2003,,V80/2000,2000
52.67498,14.08175,#ND,#ND,#ND,600,2000,,Standard,3300
52.67498,14.08175,#ND,#ND,#ND,660,2000,,Standard,3300
52.22,13.36,Enercon,E30/300,#ND,600,2000,,Standard,3300
48.2688051,7.9567725,#ND,#ND,#ND,650,1999,,Standard,3300
