LAT,LON,01.01.2010,02.01.2010,03.01.2010,04.01.2010,05.01.2010,06.01.2010,07.01.2010,08.01.2010,09.01.2010,10.01.2010,11.01.2010,12.01.2010,13.01.2010,14.01.2010,15.01.2010,16.01.2010,17.01.2010,18.01.2010,19.01.2010,20.01.2010,21.01.2010,22.01.2010,23.01.2010,24.01.2010,25.01.2010,26.01.2010,27.01.2010,28.01.2010,29.01.2010,30.01.2010,31.01.2010
61.5,34,3.943429,2.981234,1.890652,3.273021,4.607211,4.13491,4.306286,2.399697,2.416722,4.013589,3.890293,3.313425,3.220977,1.925807,1.456566,3.575033,3.221061,2.273496,2.399271,3.06129,1.960335,1.671409,2.48719,3.498205,3.814088,2.835046,5.017434,5.101963,5.229012,4.312276,5.413271
61.5,34.5,4.387081,3.270769,1.627334,3.167718,5.365854,4.76726,5.22188,2.887029,2.871186,4.756362,4.648827,3.487677,3.63373,1.79446,1.236384,4.019836,3.567436,2.285207,2.400317,3.131012,2.2762,2.107531,2.2915,3.004716,3.050391,2.26223,4.710812,5.0078,6.27508,5.167029,6.35122
61.5,35,4.587546,3.430942,1.528703,3.162956,5.635729,5.05438,5.637116,3.106966,3.086309,5.010632,4.877354,3.529162,3.794527,1.768858,1.183893,4.178759,3.731604,2.321377,2.395114,3.128019,2.373575,2.240754,2.193506,2.879237,2.807253,2.116087,4.638278,5.003115,6.697569,5.530546,6.771961
61.5,35.5,4.525682,3.640563,1.259755,3.287107,5.648727,5.273886,6.556655,3.660525,3.504532,4.885058,4.621529,3.309396,3.913342,1.780164,1.249554,3.813352,3.831295,2.284111,2.373578,2.807213,1.811431,1.797713,1.871911,3.242451,2.997296,2.916676,4.736665,5.459387,7.305869,6.059304,7.455654
61.5,36,4.519356,3.665887,1.27535,3.304372,5.645706,5.305098,6.689611,3.768085,3.564873,4.862368,4.580172,3.275535,3.930791,1.80082,1.266012,3.761572,3.851047,2.280875,2.376071,2.76279,1.73773,1.733631,1.829761,3.297061,3.035177,3.04148,4.750629,5.521365,7.386094,6.131488,7.548772
61.5,36.5,4.482429,3.55831,1.21507,3.212324,5.540817,5.174266,6.556129,3.742162,3.53348,4.800309,4.547358,3.272472,3.927151,1.75005,1.270559,3.742508,3.837371,2.214966,2.285355,2.7449,1.761312,1.68058,1.771684,3.217212,2.980091,2.963659,4.695667,5.370419,7.172902,6.013988,7.364785
61.5,37,4.240916,2.87461,1.515803,2.571707,4.766095,4.261793,5.571183,3.592444,3.35949,4.416151,4.336165,3.257943,3.890273,1.454535,1.31654,3.644733,3.755374,1.814759,1.672511,2.609678,1.968336,1.429112,1.374838,2.644722,2.628284,2.432222,4.31484,4.295496,5.679348,5.216518,6.08312
61.5,37.5,4.116779,2.804087,1.644763,2.326133,4.457444,4.02428,5.361072,3.530373,3.398887,4.320521,4.259184,3.197957,3.867428,1.438534,1.315385,3.541291,3.699288,1.716994,1.583085,2.548867,1.926069,1.41073,1.339936,2.532246,2.558158,2.452373,4.221137,4.127504,5.389968,5.083802,5.817475
61.5,38,3.920245,2.772281,1.762778,1.940026,3.83163,3.691527,4.983189,3.300536,3.514032,4.132303,4.074824,3.015453,3.819365,1.491807,1.276751,3.368659,3.613172,1.622108,1.473538,2.451461,1.876219,1.385129,1.375957,2.456722,2.408925,2.543519,4.08092,3.889029,4.920647,4.857018,5.412071
61.5,38.5,3.779228,2.787325,1.866344,1.845142,3.374532,3.455963,4.717861,3.171439,3.658036,3.99052,3.928012,2.863685,3.814946,1.564175,1.266327,3.230777,3.544525,1.56625,1.391031,2.381297,1.855748,1.374093,1.444303,2.499964,2.289393,2.648708,4.001829,3.69755,4.510756,4.646914,5.064189
61.5,39,3.874873,2.833827,1.950654,1.622483,3.530592,3.491741,4.741404,3.252348,3.731033,3.9994,3.942157,2.956324,3.993943,1.622375,1.372732,3.302749,3.593617,1.58633,1.40332,2.211075,1.820671,1.335668,1.442512,2.526171,2.224113,2.503004,3.850973,3.38289,4.11962,4.419224,4.812524
61.5,39.5,4.079067,2.888818,2.011501,1.277921,3.95404,3.640812,4.886681,3.404634,3.757689,4.065372,4.026506,3.16369,4.258932,1.673619,1.541211,3.469471,3.696189,1.631244,1.460531,1.992485,1.782584,1.300142,1.476381,2.518185,2.174728,2.233128,3.656429,3.008731,3.738409,4.18392,4.607658
61.5,40,4.251682,2.921472,2.050374,1.158759,4.258239,3.72392,4.978511,3.522102,3.758179,4.080527,4.087121,3.351565,4.510648,1.734709,1.7015,3.60768,3.793275,1.683791,1.524286,1.855682,1.808007,1.284351,1.648567,2.466688,2.10722,1.970359,3.446578,2.639065,3.358289,3.953784,4.399776
61.5,40.5,4.166296,2.868932,2.039232,1.367798,3.724825,3.527034,4.751685,3.464477,3.767452,3.868201,4.026244,3.343666,4.581285,1.841804,1.690163,3.499497,3.786508,1.708105,1.536305,1.950509,1.864138,1.25287,1.616565,2.250851,1.859594,2.003253,3.268604,2.461523,3.061938,3.685844,4.11289
61.5,41,4.102233,2.821582,2.055187,1.73341,3.244831,3.367326,4.545902,3.432987,3.781787,3.675476,3.972947,3.344295,4.654685,1.954923,1.702376,3.412688,3.78872,1.741876,1.571421,2.034393,1.888422,1.2261,1.543141,2.043255,1.62659,2.033525,3.111284,2.303381,2.782773,3.433265,3.832996
61.5,41.5,4.100681,2.828092,2.173391,2.013966,2.963973,3.3036,4.4283,3.490484,3.817938,3.512887,3.915445,3.382185,4.747415,2.051791,1.73154,3.370452,3.797336,1.751729,1.624674,2.064782,1.900325,1.142837,1.429047,1.916677,1.53134,2.112306,3.056172,2.275675,2.61303,3.299744,3.619555
61.5,42,4.17146,2.929971,2.429077,2.083268,2.952337,3.338851,4.43693,3.680805,3.890997,3.368215,3.832727,3.474153,4.873603,2.107685,1.758353,3.362507,3.801488,1.697351,1.668563,2.052573,1.986908,0.9949182,1.366396,1.943962,1.67461,2.299174,3.152922,2.459117,2.619089,3.368404,3.521984
61.5,42.5,4.231517,3.024678,2.654865,2.14149,2.897844,3.35217,4.438281,3.876218,3.964789,3.212081,3.741133,3.563834,4.999031,2.16801,1.766801,3.339716,3.806578,1.649364,1.699906,2.056571,2.086751,0.9086197,1.338231,1.968861,1.815637,2.485686,3.231076,2.626348,2.618801,3.441405,3.427092
61.5,43,4.27818,3.004218,2.786348,2.343042,2.776322,3.328711,4.351196,3.997982,3.949423,3.072682,3.643837,3.620479,5.097351,2.339962,1.862815,3.347106,3.810105,1.634323,1.626128,1.982636,1.912843,0.8692855,1.177122,1.780935,1.761032,2.517134,3.257006,2.682825,2.607836,3.52976,3.307306
61.5,43.5,4.325003,2.931025,2.880109,2.625251,2.645729,3.294032,4.221926,4.094985,3.894101,2.959371,3.55814,3.662085,5.184326,2.572851,2.010569,3.375507,3.814204,1.636003,1.504857,1.881097,1.610757,0.8786681,0.9848444,1.507897,1.611782,2.473537,3.264866,2.694325,2.599655,3.627899,3.175713
61.5,44,4.380867,2.871682,3.000413,2.949697,2.56301,3.26172,4.082538,4.205352,3.839535,2.868057,3.477079,3.699117,5.26115,2.799869,2.174165,3.402672,3.818204,1.640692,1.385128,1.806837,1.350161,0.9634325,1.031363,1.29404,1.471581,2.427977,3.267014,2.703169,2.590218,3.705221,3.02738
61.5,44.5,4.415011,2.908401,3.043576,3.086364,2.42417,3.13136,3.942484,4.292033,3.813512,2.746925,3.280276,3.726159,5.303184,2.965541,2.213581,3.413199,3.8714,1.716991,1.259431,1.726696,1.240799,0.9609609,1.001007,1.207217,1.410142,2.199859,3.196978,2.686115,2.511182,3.655669,2.828896
61.5,45,4.450381,2.951554,3.088958,3.225382,2.307329,3.005549,3.802793,4.384535,3.79664,2.64974,3.129238,3.755463,5.346031,3.135443,2.254976,3.428588,3.925389,1.80474,1.144476,1.663598,1.140857,0.9899076,1.035035,1.121665,1.355362,1.973986,3.128009,2.670334,2.434988,3.606854,2.634447
61,-27,8.554489,7.284199,6.252659,5.706469,2.265003,7.404062,6.798278,14.30098,11.72349,12.20337,12.66727,11.65895,13.0155,11.75575,4.459439,9.670699,10.75141,9.744403,12.18177,14.98367,11.05125,14.73054,13.50407,9.742266,11.91741,9.017577,8.144372,10.68419,11.01917,4.343596,5.311554
61,-26.5,8.783199,7.406696,6.149502,6.034007,2.326352,7.647443,6.70294,13.87231,12.08385,11.96001,12.64988,11.72945,13.59979,12.23229,4.237194,9.96174,10.71636,9.706926,12.20643,14.82032,11.20623,14.54435,13.70945,10.09427,12.01577,8.855961,8.233908,10.69155,10.85977,4.487405,5.116414
61,-26,8.851954,7.515908,5.921766,6.326218,2.297508,7.84291,6.571302,13.44496,12.35452,11.73644,12.64676,11.8451,14.0322,12.51782,3.986892,10.24326,10.67636,9.720243,12.2104,14.61579,11.64775,14.36666,13.85744,10.41976,12.05753,8.812784,8.320812,10.75939,10.67531,4.699465,4.850881
61,-25.5,9.010111,7.64282,5.704941,6.635779,2.314497,8.066936,6.515384,13.03361,12.63017,11.51436,12.64508,11.9658,14.56364,12.81485,3.81307,10.61387,10.63846,9.763183,12.24765,14.42664,12.28725,14.19736,14.03618,10.78439,12.10477,8.776783,8.420107,10.84398,10.50348,4.947109,4.636788
61,-25,8.941855,7.708117,5.394032,6.830831,2.30581,8.208952,6.491875,12.6212,12.64743,11.20895,12.61748,12.04963,14.91085,12.85935,3.589176,10.98237,10.58085,9.756201,12.30764,14.20018,12.69924,13.96598,14.34113,11.10474,12.20166,8.893814,8.529879,10.95487,10.32163,5.191491,4.486668
61,-24.5,8.8329,7.749898,5.044981,6.974628,2.327635,8.313181,6.516854,12.21911,12.53692,10.86267,12.57795,12.11934,15.18643,12.77835,3.433214,11.37247,10.51575,9.738309,12.41507,13.96697,13.07882,13.70756,14.75749,11.40425,12.37466,9.124352,8.647714,11.08156,10.13939,5.428625,4.399377
61,-24,8.853708,7.806132,4.714012,7.132157,2.435077,8.432009,6.608665,11.83814,12.43034,10.51832,12.54025,12.19614,15.51763,12.70297,3.748642,11.82139,10.45451,9.748752,12.57094,13.75674,13.6187,13.4565,15.22327,11.71834,12.58598,9.388418,8.773618,11.21842,9.968411,5.666707,4.374694
61,-23.5,8.458906,7.813473,4.481477,7.155893,2.534376,8.558148,6.679496,11.44084,12.20674,10.13252,12.52417,12.27918,15.73622,12.47475,4.175838,12.38052,10.44205,9.770206,12.98514,13.55895,13.86318,13.21915,15.49192,11.91975,12.88032,9.965281,8.929115,11.37628,9.722458,5.824909,4.286246
61,-23,8.183022,7.835796,4.267078,7.197806,2.656153,8.704753,6.8229,11.06502,11.98753,9.750579,12.51108,12.37542,15.99166,12.25281,4.749858,12.97655,10.43495,9.820192,13.4756,13.38812,14.24081,12.98788,15.86334,12.13357,13.20923,10.60685,9.09826,11.54457,9.488894,5.983792,4.263626
61,-22.5,7.973187,7.857655,4.118947,7.283378,2.794723,8.836701,6.97573,10.6846,11.76397,9.352116,12.49926,12.49278,16.23597,12.02756,5.334064,13.59226,10.45315,9.875112,13.8897,13.22079,14.624,12.75626,16.10845,12.32525,13.51681,11.26947,9.268774,11.70324,9.23871,6.084902,4.266717
61,-22,7.687407,7.863981,4.081749,7.441282,2.935513,8.912671,7.077631,10.27017,11.52838,8.916404,12.48749,12.64077,16.41025,11.78833,5.824373,14.19854,10.51957,9.907977,14.09249,13.02734,14.88042,12.51725,16.0262,12.4743,13.75174,11.93321,9.4263,11.83251,8.941331,6.07123,4.238677
61,-21.5,7.444614,7.884905,4.058602,7.622051,3.086148,9.000572,7.248986,9.879966,11.29997,8.484478,12.47849,12.80233,16.60113,11.55508,6.379116,14.81399,10.59355,9.962349,14.32607,12.86174,15.2022,12.28637,15.98596,12.65264,13.99973,12.6365,9.592654,11.9709,8.65831,6.059575,4.256771
61,-21,7.360949,7.982755,4.148932,7.850554,3.360195,9.0624,7.295335,9.477518,11.01846,8.078051,12.47138,12.94333,16.61003,11.30359,6.917268,14.84954,10.68771,9.986767,14.49609,12.65207,15.35494,12.04575,15.75208,12.76414,14.2471,13.20854,9.783567,12.03328,8.366341,5.813208,4.25567
61,-20.5,7.355682,8.126378,4.302054,8.120591,3.702935,9.113813,7.294197,9.091398,10.71326,7.686916,12.46711,13.08052,16.53008,11.04603,7.599775,14.59868,10.7974,10.00995,14.66383,12.43021,15.43316,11.80412,15.42022,12.86403,14.49707,13.72868,9.993183,12.06184,8.080141,5.452551,4.259088
61,-20,7.36756,8.283785,4.468274,8.418212,4.054725,9.173358,7.33784,8.747435,10.41543,7.301047,12.46651,13.23009,16.45923,10.79541,8.434107,14.35615,10.91653,10.05945,14.86874,12.2371,15.54609,11.5714,15.10025,12.99246,14.755,14.27188,10.21183,12.09926,7.816991,5.097857,4.297648
61,-19.5,7.616135,8.56054,4.662882,8.712071,4.65721,9.098562,6.966617,8.408431,10.11285,7.008021,12.43049,13.32224,16.39174,10.53308,9.143263,12.44526,11.03203,10.08171,15.09377,12.0048,15.48558,11.36449,14.63333,12.90964,14.90203,14.51567,10.46235,12.02961,7.150938,4.510547,4.168357
61,-19,7.883356,8.848861,4.867754,9.044971,5.274225,9.031341,6.624883,8.117507,9.819911,6.716839,12.39695,13.42296,16.33302,10.2774,9.929056,10.7632,11.15546,10.12616,15.33946,11.84563,15.45087,11.16936,14.17857,12.85586,15.06156,14.77616,10.72245,11.96913,6.539735,3.967333,4.058984
61,-18.5,8.173989,9.138251,5.067549,9.397665,5.928651,8.924492,6.257148,7.854408,9.537318,6.474469,12.36152,13.52418,16.27668,10.01476,10.63545,9.792068,11.29416,10.15843,15.47594,11.79141,15.44502,10.97566,13.74255,12.78443,15.18286,14.96908,11.00504,11.83108,5.93763,3.661011,3.938874
61,-18,8.490865,9.418904,5.245094,9.758637,6.643169,8.733465,5.796409,7.587114,9.262602,6.327324,12.32041,13.62028,16.21984,9.731988,11.11302,9.997828,11.45434,10.14611,15.37225,11.9062,15.48733,10.77063,13.32979,12.6493,15.21823,15.01397,11.32347,11.53217,5.244425,3.68596,3.7788
61,-17.5,8.818294,9.706968,5.430206,10.15172,7.359914,8.554803,5.361949,7.362812,8.993162,6.181236,12.28184,13.7284,16.17904,9.458757,11.61569,11.21179,11.62077,10.15945,15.27468,12.11576,15.58268,10.57592,12.92809,12.53349,15.26796,15.07202,11.65121,11.25576,4.664397,3.749392,3.642713
61,-17,9.103887,9.928097,5.544033,10.49231,7.996066,8.368579,5.116786,7.142349,8.776619,6.121181,12.22512,13.84572,16.17682,9.186501,11.95986,12.06847,11.77394,10.17515,15.04312,12.28693,15.75776,10.3441,12.48474,12.45485,15.28302,15.07964,11.97701,10.85184,4.434889,4.103125,3.618131
61,-16.5,9.375036,10.11789,5.630414,10.813,8.592947,8.188012,4.97546,6.937326,8.585714,6.106004,12.15997,13.9717,16.20515,8.918765,12.2308,12.73576,11.92227,10.20006,14.74598,12.51461,16.01206,10.09788,12.02113,12.41202,15.28975,15.06747,12.30616,10.42509,4.415589,4.655684,3.671076
61,-16,9.657689,10.31197,5.728234,11.15131,9.191414,8.021749,4.860386,6.769238,8.396484,6.093878,12.0968,14.10665,16.25341,8.660941,12.51641,13.68051,12.07506,10.24494,14.45272,12.83644,16.32616,9.861979,11.56384,12.39393,15.31214,15.06558,12.64319,10.08494,4.490991,5.25174,3.745076
61,-15.5,9.888829,10.3301,5.699824,11.37267,9.60473,7.86476,4.96947,6.630529,8.284889,6.039622,11.97491,14.17487,16.30521,8.592278,12.81239,13.9351,12.23647,10.28486,14.24532,12.8892,16.47319,9.67642,11.07137,12.39126,15.25482,15.02203,12.80452,9.906481,5.343732,6.075049,4.147389
61,-15,10.12923,10.35023,5.683326,11.60617,10.02273,7.723183,5.133298,6.513363,8.175554,5.991093,11.85562,14.25547,16.37889,8.544009,13.13264,14.5114,12.40279,10.34586,14.04338,13.02207,16.67132,9.522982,10.58659,12.40921,15.21255,14.98664,12.97254,9.784934,6.270039,6.931715,4.653749
61,-14.5,10.35076,10.32693,5.656841,11.81319,10.4177,7.583017,5.294171,6.392784,8.020457,5.932265,11.74214,14.36745,16.43975,8.665776,13.45006,15.06656,12.55772,10.39815,13.84548,13.13915,16.82443,9.402836,10.10182,12.31084,15.2111,14.95353,13.05103,9.694464,7.245561,7.764707,5.256824
61,-14,10.52684,10.21479,5.595763,11.95415,10.76169,7.43446,5.400944,6.238489,7.772053,5.846294,11.63765,14.52979,16.4527,9.154556,13.74403,15.25447,12.68678,10.41084,13.64938,13.17303,16.83152,9.329983,9.607611,11.95629,15.27473,14.91784,12.94593,9.59234,8.275791,8.52205,6.013497
61,-13.5,10.71251,10.10442,5.541821,12.10316,11.1092,7.304696,5.551884,6.106628,7.527993,5.76657,11.53528,14.70152,16.482,9.710524,14.06248,15.49613,12.82247,10.44396,13.4576,13.27349,16.87143,9.304104,9.120874,11.61,15.34894,14.89015,12.84749,9.534435,9.329626,9.284486,6.81929
61,-13,10.8443,9.971675,5.491543,12.21169,11.37083,7.051233,5.450159,6.017714,7.296555,5.675902,11.36812,14.84528,16.41258,10.3401,14.29388,15.57662,12.89933,10.47192,13.25652,13.38601,16.8757,9.271836,8.628263,11.16184,15.43955,14.82606,12.55351,9.410341,10.11124,9.869182,7.587828
61,-12.5,10.95447,9.828978,5.443964,12.3018,11.59029,6.748655,5.227305,5.95451,7.074683,5.583497,11.16952,14.97779,16.29598,11.01318,14.49252,15.65316,12.95749,10.50709,13.05197,13.54618,16.86608,9.251894,8.135217,10.66153,15.53971,14.7493,12.16554,9.269089,10.75561,10.36383,8.366619
61,-12,11.07445,9.689207,5.400275,12.39702,11.81145,6.470152,5.032478,5.906498,6.858847,5.497948,10.97409,15.1172,16.18777,11.70567,14.71208,15.85233,13.03123,10.56245,12.85045,13.7528,16.87179,9.265839,7.649948,10.16361,15.64515,14.68123,11.78652,9.167742,11.40513,10.85873,9.182537
61,-11.5,11.16862,9.580823,5.411939,12.43187,12.00464,6.06073,4.432527,5.786351,6.528119,5.380531,10.72892,15.20847,16.02104,11.94744,14.83951,15.97202,12.94499,10.49121,12.71928,14.01817,16.89194,9.211005,7.119161,9.784193,15.46287,14.52108,11.46989,9.071715,11.76734,11.06887,9.78145
61,-11,11.27349,9.475056,5.426329,12.47199,12.19842,5.699277,3.876997,5.676085,6.205108,5.267905,10.48816,15.30398,15.85832,12.19097,14.9871,16.14794,12.90204,10.4367,12.59062,14.30678,16.92892,9.177673,6.595191,9.410125,15.28751,14.36767,11.17021,9.00025,12.13173,11.28,10.40459
61,-10.5,11.38347,9.40142,5.472376,12.52328,12.37708,5.453288,3.376356,5.543916,5.874676,5.158062,10.24644,15.3886,15.67775,12.31861,15.06806,16.29831,12.87423,10.36259,12.45497,14.59411,17.01715,9.118959,6.093803,9.063571,15.11333,14.19459,10.95926,8.937716,12.43695,11.46332,10.96805
61,-10,11.49392,9.388366,5.579408,12.59014,12.52518,5.518124,2.973972,5.354552,5.517817,5.049467,9.998202,15.4454,15.45576,12.21128,14.99409,16.33355,12.84706,10.23236,12.3034,14.85982,17.1909,8.997614,5.630173,8.767036,14.93491,13.97497,10.9051,8.858857,12.62174,11.59063,11.38672
61,-9.5,11.6145,9.378551,5.690672,12.66006,12.67459,5.709575,2.826807,5.172584,5.16609,4.946713,9.757075,15.50552,15.23583,12.10411,14.93641,16.38414,12.8977,10.11997,12.15365,15.14172,17.37673,8.911963,5.178094,8.480929,14.76577,13.76166,10.86844,8.797597,12.8076,11.71927,11.81156
61,-9,11.71161,9.369488,5.865896,12.73056,12.80921,5.770034,2.844048,4.874722,4.884644,4.918111,9.536918,15.53256,15.12442,12.02366,14.80829,16.30048,12.99562,10.01289,11.98511,15.3947,17.51615,9.004807,4.848138,8.300223,14.70528,13.56172,11.00024,8.863521,12.94215,11.86088,12.09828
61,-8.5,11.80173,9.36207,6.074517,12.80449,12.93682,5.797119,2.878907,4.523235,4.638807,4.934882,9.331213,15.54336,15.06913,11.95716,14.65932,16.16002,13.1276,9.920441,11.80661,15.62993,17.63639,9.21301,4.587166,8.177256,14.70364,13.37311,11.21486,8.998014,13.05069,12.01013,12.31586
61,-8,11.90123,9.358234,6.286623,12.8831,13.06518,5.930121,2.94536,4.181394,4.397424,4.963694,9.134446,15.5558,15.01707,11.89148,14.53212,16.03866,13.29884,9.849708,11.62928,15.86656,17.76579,9.455519,4.344932,8.065416,14.71053,13.19254,11.43534,9.145115,13.15948,12.16119,12.53532
61,-7.5,12.04504,9.334306,6.561324,12.83762,13.13108,5.993334,2.926998,3.703945,4.396499,5.038555,8.905315,15.3999,15.08612,11.94735,14.4608,15.78677,13.23677,9.686002,11.43844,15.98235,17.66497,9.766201,4.118907,8.018254,14.6531,13.11632,11.71906,9.415479,13.28992,12.31824,12.59904
61,-7,12.19902,9.313534,6.841418,12.79837,13.19814,6.284024,3.014768,3.304166,4.455236,5.132464,8.685383,15.24529,15.1571,12.00856,14.407,15.56281,13.20347,9.546518,11.2478,16.09912,17.56971,10.11904,3.921378,7.984776,14.60083,13.05055,12.00478,9.697381,13.42155,12.4778,12.6653
61,-6.5,12.36235,9.280821,7.1482,12.76567,13.25164,6.719912,3.195745,3.013932,4.66539,5.182043,8.454162,15.08928,15.21806,12.07726,14.37603,15.39415,13.13264,9.430785,11.08308,16.14416,17.49448,10.39678,3.808475,8.002652,14.47725,12.98772,12.29518,9.981609,13.55522,12.65041,12.73009
61,-6,12.53702,9.2217,7.502929,12.73937,13.27719,7.186719,3.435539,2.8435,5.108947,5.124774,8.187035,14.93012,15.25837,12.15631,14.37506,15.33884,12.96793,9.340786,10.97167,16.04664,17.4531,10.51741,3.851148,8.101987,14.20232,12.92097,12.59255,10.2597,13.69325,12.84792,12.79049
61,-5.5,12.72427,9.166378,7.861522,12.7179,13.30398,7.676459,3.758711,2.770029,5.595974,5.08999,7.924053,14.77261,15.30294,12.24026,14.39405,15.35315,12.84873,9.283837,10.8656,15.94993,17.41821,10.69031,3.963382,8.207067,13.9288,12.86484,12.8914,10.54682,13.83252,13.04742,12.85365
61,-5,12.8596,9.047887,8.207337,12.63943,13.24644,8.062532,3.900778,2.640879,6.003116,4.957685,7.679853,14.56512,15.36452,12.41172,14.59859,15.59655,12.79361,9.201813,10.75362,15.77061,17.31236,10.93029,4.05276,8.339213,13.60178,12.80176,13.1823,10.74658,13.96613,13.16059,12.80248
61,-4.5,12.97972,8.900505,8.548591,12.53405,13.14972,8.39607,3.946537,2.536112,6.362752,4.790803,7.446344,14.33243,15.4363,12.62656,14.91737,16.0036,12.79273,9.14372,10.64784,15.55074,17.17075,11.25837,4.170901,8.490877,13.24873,12.74369,13.47162,10.90534,14.09802,13.23069,12.69771
61,-4,13.11762,8.757666,8.892998,12.4322,13.05672,8.732096,4.006231,2.568634,6.727396,4.651313,7.21545,14.10013,15.51134,12.84365,15.26617,16.47646,12.83202,9.142697,10.5552,15.3329,17.03043,11.64663,4.471163,8.651318,12.89703,12.6995,13.76385,11.0703,14.23035,13.30234,12.59818
61,-3.5,13.10613,8.586957,9.17413,12.24213,12.84189,8.848334,3.839201,2.651861,6.946919,4.398784,6.950799,13.62772,15.52332,13.11997,15.76643,17.03097,12.72763,9.072633,10.34693,15.04272,16.80151,12.00176,5.155547,8.736691,12.63,12.63531,13.94971,11.21635,14.28866,13.3406,12.32335
61,-3,13.12108,8.419104,9.45787,12.05519,12.63135,8.966494,3.748868,2.769637,7.169237,4.17073,6.690397,13.15628,15.53647,13.39876,16.28336,17.63547,12.64492,9.074587,10.15246,14.7535,16.57336,12.52179,5.975186,8.832097,12.36357,12.58574,14.14172,11.36356,14.34759,13.37931,12.05372
61,-2.5,13.06045,8.223639,9.705864,11.84433,12.41556,8.986378,3.70944,2.805769,7.335901,4.061068,6.456273,12.64761,15.4805,13.69425,16.73917,18.28025,12.51572,9.070051,9.865328,14.40603,16.39799,13.2289,6.785845,8.905131,12.06416,12.52294,14.33967,11.53113,14.33209,13.37117,11.78117
61,-2,12.82948,7.968835,9.881056,11.58304,12.18934,8.810875,3.667289,2.663974,7.388758,3.975776,6.274786,12.06378,15.28452,14.02221,17.05271,18.98259,12.27779,9.0117,9.379731,13.94036,16.32634,14.20074,7.49872,8.926041,11.69779,12.42024,14.54183,11.73896,14.16901,13.26944,11.49651
61,-1.5,12.64341,7.716335,10.05891,11.32583,11.9737,8.641569,3.734081,2.573642,7.444236,3.90992,6.10583,11.48047,15.08896,14.35355,17.37359,19.72979,12.06632,9.049953,8.914675,13.4757,16.25489,15.25998,8.220538,8.958548,11.33232,12.33463,14.7494,11.94885,14.00806,13.16804,11.21544
61,-1,12.2946,7.358954,10.16698,10.99098,11.81303,7.981166,3.633119,2.352905,7.430395,3.840969,5.902342,10.76287,14.7238,14.67037,17.74703,20.33246,12.33802,8.965599,8.377278,13.0392,16.23961,16.30524,8.717467,8.90258,10.98256,12.32227,14.87954,12.15988,13.70311,13.17434,10.94073
61,-0.5,11.90779,6.950775,10.24177,10.61985,11.68463,7.088068,3.525736,2.693985,7.382032,3.820072,5.689771,9.979588,14.27557,14.98328,18.16573,20.86232,12.94272,9.021474,7.817611,12.61679,16.25353,17.3434,9.100401,8.812608,10.64139,12.36378,14.97451,12.37141,13.33087,13.23787,10.67713
61,0,11.60245,6.547008,10.31843,10.25376,11.56712,6.223935,3.632367,3.670431,7.334986,3.867139,5.493688,9.19875,13.82965,15.30079,18.6093,21.40259,13.65165,9.333166,7.293789,12.19488,16.26816,18.39781,9.483531,8.73839,10.30204,12.43161,15.07567,12.58462,12.96486,13.30547,10.42528
61,0.5,10.95023,5.963455,10.1708,9.723992,11.36524,4.716023,3.705227,4.392652,7.114334,3.829806,5.193288,8.292196,12.93617,15.20519,18.79989,21.42293,15.0115,9.266938,6.983459,11.62016,16.08955,18.62259,9.612868,8.384576,9.693638,12.37659,15.02125,12.59554,12.06479,13.18612,9.986866
61,1,10.43175,5.39014,10.02689,9.200068,11.17143,3.416606,3.95065,5.355289,6.895215,3.836778,4.915267,7.394476,12.04727,15.11443,19.00731,21.44455,16.50087,9.819176,6.677234,11.04815,15.9126,18.85175,9.743131,8.051222,9.093578,12.34537,14.9718,12.60782,11.1746,13.07007,9.58473
61,1.5,9.884583,4.727101,9.736508,8.627005,10.97214,2.443143,4.14768,6.140163,6.661155,3.822431,4.576179,6.505923,10.96916,14.71719,19.14983,21.49221,17.79285,10.58088,6.534899,10.41008,15.66996,18.89388,9.737745,7.629817,8.458224,12.42377,14.89611,12.59757,10.10702,12.94224,9.174217
61,2,9.155993,3.897515,9.1534,7.947583,10.75438,2.087869,4.102705,6.510319,6.400858,3.720157,4.080518,5.62537,9.506224,13.70099,19.14292,21.59218,18.53658,11.72689,6.894893,9.636664,15.29514,18.55683,9.460337,7.009603,7.741979,12.74806,14.78387,12.54414,8.690309,12.7888,8.703444
61,2.5,8.63266,3.141856,8.590029,7.281776,10.54777,3.091669,4.123045,6.884168,6.152084,3.690052,3.597739,4.763001,8.048506,12.68998,19.14659,21.69353,19.29164,13.50594,7.398777,8.868268,14.92143,18.22295,9.184658,6.416726,7.044285,13.16317,14.7111,12.49571,7.333507,12.64074,8.278316
61,3,7.758409,2.557895,7.652838,6.444291,9.813164,3.772452,3.852736,6.692994,5.558038,3.544263,3.231108,4.211273,6.754459,11.08813,17.91297,20.39514,18.30984,13.76651,7.397296,7.780248,13.60365,16.7334,8.336054,5.583773,6.258645,12.91622,14.13527,12.01801,5.870392,11.47577,7.316744
61,3.5,6.718141,2.141599,6.567084,5.520607,8.820098,4.088364,3.48091,6.225547,4.868119,3.391174,2.927174,3.826176,5.565355,9.20046,16.05869,18.40051,16.4603,13.21804,7.146337,6.535619,11.82793,14.67457,7.206189,4.621116,5.42324,12.40373,13.36402,11.3267,4.438262,9.813767,6.125993
