LAT,LON,01.01.2010,02.01.2010,03.01.2010,04.01.2010,05.01.2010,06.01.2010,07.01.2010,08.01.2010,09.01.2010,10.01.2010,11.01.2010,12.01.2010,13.01.2010,14.01.2010,15.01.2010,16.01.2010,17.01.2010,18.01.2010,19.01.2010,20.01.2010,21.01.2010,22.01.2010,23.01.2010,24.01.2010,25.01.2010,26.01.2010,27.01.2010,28.01.2010,29.01.2010,30.01.2010,31.01.2010
73.5,-27,3.890322,3.045268,3.82155,3.368646,4.210137,3.182885,2.648634,2.066713,1.540895,2.505995,3.089912,3.869637,3.887923,3.181657,3.025841,3.973157,3.218403,2.280846,2.920584,1.479066,2.856689,2.351503,3.242112,2.895037,3.643707,2.871908,4.173718,4.286012,4.131582,3.522137,2.215393
73.5,-26.5,3.786347,2.958239,3.54696,3.249035,4.036292,3.127017,2.525298,1.968467,1.261024,2.245452,3.001419,3.618528,3.617019,3.052026,2.830081,3.768861,2.962278,2.038291,2.730492,1.411556,2.651282,2.288392,3.103285,2.794966,3.425486,2.647053,3.876353,3.951155,3.908076,3.208403,2.034278
73.5,-26,3.685908,2.874099,3.273189,3.131279,3.863486,3.073016,2.404837,1.907555,1.016276,2.070989,2.931767,3.371304,3.347487,2.92411,2.634442,3.565411,2.706058,1.805341,2.546883,1.348855,2.44641,2.228969,2.965649,2.700232,3.210083,2.42772,3.581029,3.617092,3.684963,2.895262,1.857245
73.5,-25.5,3.589022,2.791976,3.000324,3.01517,3.692018,3.021395,2.28773,1.887144,0.8754399,2.053395,2.882433,3.127738,3.08002,2.797506,2.439275,3.363047,2.450136,1.587503,2.37029,1.291165,2.242147,2.172967,2.829635,2.611246,2.998056,2.215977,3.288028,3.28368,3.462442,2.583381,1.685578
73.5,-25,3.495951,2.712181,2.729005,2.901332,3.522222,2.972428,2.174561,1.905886,0.8481886,2.070929,2.854354,2.889005,2.814571,2.672777,2.244757,3.161705,2.194814,1.393129,2.20196,1.239769,2.03896,2.121817,2.695043,2.528745,2.790276,2.014275,2.998084,2.951381,3.240441,2.272976,1.521549
73.5,-24.5,3.511002,2.67715,2.58182,2.848972,3.46564,2.963921,2.100197,1.922104,0.8971061,2.11303,2.855602,2.766104,2.681414,2.626744,2.163023,3.083629,2.070249,1.307622,2.108985,1.29568,1.977888,2.155344,2.672834,2.512077,2.758939,1.913388,2.851091,2.804292,3.129938,2.083084,1.465639
73.5,-24,3.66377,2.690074,2.555522,2.85928,3.536668,3.005775,2.055326,1.911829,0.9979029,2.167474,2.875103,2.755875,2.683609,2.671924,2.216589,3.141069,2.10321,1.312587,2.079607,1.505629,2.094104,2.309662,2.79467,2.568163,2.949807,1.906312,2.843221,2.85256,3.133587,2.002077,1.525321
73.5,-23.5,3.882455,2.71767,2.528156,2.875173,3.639259,3.077262,2.001955,1.911602,1.159765,2.245402,2.906204,2.752237,2.699864,2.751025,2.324936,3.230035,2.206915,1.337317,2.040871,1.819652,2.286097,2.546211,2.986068,2.647822,3.242148,1.907576,2.833021,2.923155,3.144858,1.911353,1.618989
73.5,-23,4.220922,2.779936,2.508872,2.901683,3.799629,3.218567,1.944814,1.941724,1.439535,2.364874,2.960994,2.769666,2.754718,2.900336,2.548418,3.380796,2.470504,1.411649,1.98845,2.317803,2.614203,2.935178,3.305715,2.769635,3.718407,1.925828,2.819915,3.036199,3.176894,1.833067,1.777435
73.5,-22.5,4.784551,2.781754,2.10465,2.663368,3.804203,3.73623,1.780192,1.832226,2.399929,1.96853,2.365479,2.275281,2.845108,3.233393,3.275007,3.457661,3.216684,1.713946,1.461252,3.690892,3.150853,4.11663,3.766477,2.664168,4.571448,1.613853,2.621795,2.91184,2.94444,1.761252,2.032701
73.5,-22,4.962659,2.626056,2.10895,2.630615,3.708869,4.152929,1.976109,2.053614,3.348468,1.894082,2.267963,1.933351,3.097968,3.575069,4.109192,3.590894,4.961278,2.123209,1.337572,5.304747,3.909463,4.320899,3.910211,2.238549,5.673696,2.110225,2.359001,2.845643,2.954508,2.326402,2.6765
73.5,-21.5,5.170361,2.603751,2.188565,2.656662,3.638144,4.616946,2.208603,2.363876,4.212856,1.852937,2.239878,1.633541,3.396873,3.949512,4.932781,3.778341,6.605108,2.540645,1.508532,6.776155,4.63412,4.671073,4.14227,2.127191,6.723057,3.096718,2.137319,2.808076,3.025841,2.912872,3.306342
73.5,-21,5.393153,2.676587,2.318656,2.722018,3.587323,5.086293,2.458641,2.762713,5.001287,1.840623,2.267021,1.373264,3.712201,4.327516,5.714831,3.993622,8.122405,2.94168,1.834944,8.118288,5.310666,5.100963,4.431426,2.266189,7.709759,4.168605,1.955251,2.791235,3.131153,3.484944,3.899781
73.5,-20.5,5.620717,2.80863,2.482682,2.811578,3.552709,5.54311,2.719465,3.173963,5.722681,1.857334,2.333934,1.152203,4.028282,4.696136,6.44815,4.221147,9.517269,3.31904,2.218738,9.346231,5.938493,5.564655,4.752298,2.547987,8.636922,5.1993,1.810385,2.789283,3.254055,4.027694,4.452334
73.5,-20,5.585565,2.830829,2.631555,2.877219,3.32096,5.746815,3.010627,3.467949,6.218474,1.837348,2.370761,0.8622108,4.171291,4.773999,6.761025,4.362845,10.54517,3.624829,2.533387,10.18286,6.39705,5.676045,4.72846,2.944431,9.02967,6.591974,1.836172,2.796441,3.274781,4.503461,4.916376
73.5,-19.5,5.37931,2.931862,2.799546,2.976893,2.979358,5.724951,3.351048,3.664044,6.534654,1.86561,2.384152,0.777606,4.153841,4.597291,6.700391,4.452532,11.29117,3.892947,2.795014,10.70913,6.741534,5.605276,4.492493,3.575759,9.048407,8.415517,2.052501,2.812909,3.192211,4.950479,5.325843
73.5,-19,5.303669,3.143969,3.146073,3.162024,2.795049,5.72016,3.707879,3.86118,6.851832,1.948735,2.43432,1.00653,4.147087,4.45757,6.652215,4.59143,12.03768,4.17933,3.090051,11.24015,7.111442,5.768644,4.469942,4.330325,9.204658,10.25001,2.313166,2.840879,3.119804,5.411354,5.739382
73.5,-18.5,5.358169,3.405662,3.545435,3.422945,2.784998,5.732755,4.074566,4.059709,7.169579,2.066531,2.515837,1.413637,4.153822,4.356637,6.615855,4.776754,12.7843,4.481891,3.406178,11.7755,7.503949,6.144463,4.656897,5.146339,9.48741,12.08877,2.604765,2.880312,3.06132,5.883111,6.155758
73.5,-18,5.533366,3.708908,3.954555,3.746413,2.939873,5.762846,4.44833,4.258569,7.488072,2.20905,2.621356,1.955518,4.183805,4.296695,6.591636,5.005631,13.53144,4.797694,3.731635,12.31405,7.916825,6.697627,5.005801,5.997643,9.861712,13.92949,2.91944,2.930948,3.023038,6.363951,6.574644
73.5,-17.5,5.648407,3.792477,4.210495,3.878312,3.145312,5.645213,4.561501,4.225646,7.442402,2.37813,2.591576,2.234305,4.049882,3.214907,5.391441,5.00105,13.3216,4.801445,3.71562,12.19372,7.131386,6.72477,5.221879,6.396348,9.099103,14.60569,4.050988,3.546268,3.306099,6.845985,6.869461
73.5,-17,5.80371,3.89472,4.480237,4.078055,3.41931,5.546266,4.688286,4.204263,7.402195,2.564935,2.583947,2.532159,3.993309,2.298697,4.276175,5.020401,13.11374,4.829753,3.717218,12.0894,6.356887,6.915689,5.838262,6.799901,8.391534,15.30436,5.237395,4.168357,3.655677,7.348696,7.168278
73.5,-16.5,5.997065,4.013541,4.760511,4.332951,3.729841,5.482957,4.828825,4.196755,7.367469,2.762995,2.596821,2.847204,3.981702,1.941506,3.370142,5.062744,12.9084,4.881124,3.749476,12.00267,5.60007,7.271799,6.546065,7.20767,7.762368,16.02175,6.443491,4.794395,4.052363,7.867763,7.47085
73.5,-16,6.228305,4.1483,5.049417,4.635071,4.057661,5.501984,4.983612,4.209571,7.337682,2.968662,2.629098,3.175988,4.020026,2.441641,2.925081,5.127475,12.70548,4.953095,3.825367,11.93563,4.873583,7.770779,7.314164,7.619195,7.323838,16.75616,7.659724,5.422625,4.480658,8.399884,7.776794
73.5,-15.5,6.45107,4.320805,5.339833,4.837636,4.248533,5.611344,4.879987,4.137191,7.199807,3.142834,2.651764,3.494698,3.923718,3.091946,2.839348,4.988424,12.18425,4.926054,3.883626,11.72509,3.663998,8.127803,7.913234,7.973852,7.043978,16.82551,8.815959,6.136431,5.000808,8.849408,8.024631
73.5,-15,6.652431,4.596402,5.667005,4.965292,4.311663,5.769079,4.539793,4.02927,6.952588,3.308245,2.699191,3.817432,3.708763,3.697335,2.936225,4.651883,11.34874,4.810587,4.06375,11.3797,2.43804,8.291774,8.320527,8.270107,6.777247,16.26228,9.910316,6.935609,5.620348,9.209278,8.213244
73.5,-14.5,6.870807,4.969067,6.045787,5.166876,4.396923,5.964782,4.270408,3.992703,6.709725,3.505165,2.812657,4.162472,3.565034,4.538238,3.590717,4.34909,10.5226,4.732616,4.338282,11.07565,2.639207,8.496087,8.737286,8.567379,6.669606,15.85366,11.00772,7.736461,6.25994,9.570889,8.403617
73.5,-14,7.103293,5.427675,6.469318,5.437021,4.505005,6.202182,4.123433,4.095995,6.472724,3.725039,2.976574,4.525481,3.50292,5.593867,4.674135,4.089915,9.707743,4.700685,4.632701,10.82524,3.94437,8.733699,9.161804,8.865097,6.802487,15.88296,12.10718,8.538644,6.911339,9.933707,8.59565
73.5,-13.5,7.348049,5.955247,6.926085,5.768434,4.636022,6.474975,4.150498,4.365784,6.244574,3.962641,3.181128,4.90459,3.528621,6.746305,5.862609,3.974113,8.905915,4.728036,4.942102,10.64156,5.731863,8.997697,9.593058,9.163845,7.603463,16.23673,13.20838,9.341691,7.570433,10.29799,8.789164
73.5,-13,7.443866,6.419243,7.318936,5.866903,4.582302,6.460252,4.239925,4.285808,5.777797,4.079408,3.231226,5.061843,3.285381,7.151322,6.244971,3.875224,7.47492,4.720029,4.959498,10.00549,6.673146,8.955025,9.768423,9.285543,8.115002,15.90392,13.61086,9.81895,7.959215,10.4997,9.03808
73.5,-12.5,7.557696,6.931015,7.745825,6.008785,4.540483,6.490606,4.408029,4.265356,5.356816,4.233956,3.343315,5.232978,3.203128,7.565001,6.630386,3.978706,6.086656,4.892349,5.010756,9.422398,7.688021,8.916132,9.946951,9.407895,8.676301,15.7839,14.01414,10.29747,8.351318,10.70186,9.28716
73.5,-12,7.688631,7.479675,8.196667,6.195211,4.511362,6.565247,4.626266,4.761739,5.000253,4.415364,3.519949,5.41724,3.357332,7.98496,7.018053,4.28142,4.908433,5.224563,5.119957,8.936623,8.743135,8.88148,10.12831,9.530552,9.273579,15.89174,14.41753,10.77729,8.746202,10.90421,9.536362
73.5,-11.5,7.835761,8.056671,8.664043,6.424873,4.495542,6.685622,4.880057,5.343018,4.698046,4.609677,3.754054,5.612529,3.769308,8.409314,7.407627,4.643442,4.480059,5.624971,5.332874,8.702198,9.822294,8.851143,10.31282,9.653643,9.898823,16.18679,14.82172,11.25778,9.143434,11.10703,9.785674
73.5,-11,7.895264,8.577192,9.129169,6.654834,4.449452,6.69062,5.012963,5.768441,4.484018,4.788658,3.913702,5.706291,4.202971,8.628987,7.644698,4.927464,4.556452,5.865486,5.549429,8.391736,10.35864,8.778702,10.44126,9.728116,10.29961,16.2979,15.13466,11.62485,9.52326,11.21965,9.909151
73.5,-10.5,7.867701,9.036614,9.588533,6.884975,4.374923,6.583999,5.019025,6.098656,4.36608,4.950351,3.978652,5.700614,4.573735,8.642968,7.728949,5.128123,4.676311,5.938047,5.745012,7.904946,10.34269,8.663038,10.51343,9.75435,10.46418,16.18893,15.35709,11.87992,9.888561,11.24357,9.911653
73.5,-10,7.855598,9.511491,10.05471,7.15354,4.316876,6.526731,5.05821,6.559051,4.30299,5.11809,4.059304,5.705237,4.970065,8.659662,7.813144,5.358514,5.007281,6.030299,6.001426,7.468848,10.33032,8.550214,10.58794,9.781109,10.63607,16.18752,15.58095,12.13854,10.25808,11.2696,9.920788
73.5,-9.5,7.857984,9.999402,10.52649,7.456923,4.276491,6.522123,5.164376,7.103458,4.286598,5.297986,4.153951,5.719137,5.380177,8.679175,7.898157,5.61916,5.57582,6.14642,6.308536,7.150048,10.3222,8.440981,10.66467,9.808556,10.81437,16.28981,15.80573,12.40046,10.63165,11.29749,9.936583
73.5,-9,7.872906,10.49874,11.00249,7.791128,4.254752,6.572871,5.321155,7.704522,4.310061,5.527779,4.260987,5.741464,5.798949,8.701196,7.983859,5.909243,6.347116,6.293793,6.657293,6.998356,10.31758,8.335164,10.74378,9.836622,10.99895,16.48595,16.03138,12.66553,11.00858,11.3274,9.959024
73.5,-8.5,7.829319,10.76628,11.35033,7.999199,4.197442,6.405493,5.34877,7.754871,4.315535,5.747029,4.24055,5.693201,5.981107,8.584588,8.076503,5.972076,6.47965,6.114955,6.835096,6.615653,10.10911,8.145036,10.7157,9.760281,11.08964,16.39141,16.2906,12.57366,11.25932,11.16158,9.485891
73.5,-8,7.796772,11.03791,11.69981,8.224102,4.152027,6.280311,5.397531,7.873913,4.337481,5.983597,4.232592,5.65461,6.165591,8.469311,8.17012,6.054332,6.711289,6.010944,7.049176,6.305519,9.903223,7.957151,10.6894,9.684633,11.1854,16.3475,16.55088,12.49282,11.51571,11.00224,9.037828
73.5,-7.5,7.774563,11.31371,12.05103,8.463911,4.11881,6.203278,5.494695,8.055049,4.37579,6.224935,4.237044,5.625624,6.352452,8.355327,8.264316,6.156793,7.028777,5.990192,7.294711,6.112859,9.699568,7.771994,10.6649,9.609828,11.28596,16.35326,16.81264,12.42314,11.7774,10.85042,8.61991
73.5,-7,7.76249,11.59294,12.40382,8.716616,4.098103,6.17973,5.670077,8.289263,4.429354,6.469712,4.253777,5.60676,6.541025,8.242541,8.359394,6.278249,7.414164,6.034007,7.566856,6.042596,9.499185,7.589055,10.64223,9.536323,11.39157,16.40684,17.07583,12.36511,12.04455,10.70642,8.238807
73.5,-6.5,7.672259,11.82825,12.6843,8.96754,4.056962,6.070673,5.827951,8.362488,4.481641,6.69805,4.223009,5.590162,6.655982,8.148298,8.44877,6.408529,7.771445,6.020258,7.79108,5.947805,9.356597,7.436472,10.63204,9.470913,11.5011,16.40522,17.18925,12.29567,12.25406,10.52661,7.899302
73.5,-6,7.503194,12.01764,12.89226,9.214345,3.997046,5.860426,5.955628,8.278194,4.54093,6.909169,4.146173,5.577191,6.69722,8.07134,8.532385,6.546846,8.080306,6.253212,7.964003,5.820717,9.274168,7.316556,10.6357,9.414406,11.61614,16.34391,17.15813,12.21618,12.40853,10.31262,7.597026
73.5,-5.5,7.342026,12.20777,13.10052,9.468706,3.952173,5.686989,6.129678,8.240588,4.623833,7.121702,4.086837,5.575078,6.739707,7.99528,8.616844,6.702692,8.410715,6.581581,8.15459,5.8187,9.196681,7.203125,10.64236,9.360516,11.73652,16.32322,17.13508,12.1498,12.57069,10.10988,7.336753
73.5,-5,7.188874,12.39864,13.30903,9.729856,3.92253,5.554108,6.366235,8.247077,4.727643,7.335394,4.049057,5.584061,6.78352,7.920482,8.702149,6.875265,8.758376,6.965579,8.361566,5.946544,9.123756,7.096601,10.65217,9.308743,11.86254,16.34334,17.12039,12.09682,12.74058,9.919065,7.124468
73.5,-4.5,7.04388,12.59028,13.51788,9.996738,3.908335,5.464518,6.654542,8.2983,4.850287,7.550541,4.036499,5.603941,6.828509,7.846478,8.787724,7.062813,9.120075,7.410933,8.58318,6.146415,9.055349,6.996935,10.66513,9.259268,11.99382,16.40259,17.11468,12.05752,12.91742,9.741293,6.96509
73.5,-4,6.785302,12.71792,13.73682,10.20745,3.955232,5.321586,6.830417,8.128785,4.965204,7.785895,3.899554,5.545988,6.762506,7.757055,8.811176,7.175054,9.517256,7.640066,8.647243,6.14888,9.071283,6.842055,10.57048,9.105548,12.00849,16.30503,16.69857,12.21421,12.93362,9.535651,6.987689
73.5,-3.5,6.533915,12.84589,13.95668,10.42126,4.016233,5.201896,7.017707,8.086224,5.10011,8.022659,3.789333,5.497299,6.699475,7.670085,8.83604,7.298687,9.92196,7.929259,8.724634,6.217565,9.089808,6.69418,10.47992,8.956326,12.02804,16.23901,16.29825,12.37672,12.95532,9.346666,7.020346
73.5,-3,6.289853,12.97457,14.17814,10.63768,4.090558,5.107955,7.212699,8.132316,5.257506,8.260695,3.701226,5.45899,6.639665,7.585771,8.86196,7.433876,10.33279,8.268039,8.81538,6.416391,9.110884,6.553391,10.39386,8.811576,12.05317,16.20388,15.91444,12.54454,12.98319,9.175669,7.062904
73.5,-2.5,6.054575,13.10387,14.40072,10.85654,4.17754,5.041448,7.412678,8.22326,5.439361,8.499968,3.631019,5.431106,6.583221,7.503891,8.889117,7.579703,10.74891,8.645039,8.919143,6.704189,9.134556,6.42055,10.31177,8.671359,12.08271,16.19899,15.54873,12.71749,13.01783,9.024353,7.115217
73.5,-2,5.75334,13.20261,14.59563,11.01565,4.274837,4.95933,7.569959,8.217589,5.624359,8.687244,3.529529,5.376234,6.501549,7.423347,8.901272,7.710043,11.1204,9.025723,8.988148,6.969686,9.125546,6.270971,10.2075,8.515008,12.1078,16.16237,15.23243,12.92374,12.88332,8.887403,7.158894
73.5,-1.5,5.400156,13.27171,14.76417,11.1142,4.38705,4.856343,7.683752,8.129674,5.824448,8.822114,3.399743,5.295702,6.395122,7.343505,8.898897,7.823791,11.44646,9.404268,9.023205,7.192364,9.084191,6.102667,10.08294,8.345429,12.12743,16.09247,14.96061,13.16086,12.58463,8.763397,7.190462
73.5,-1,5.120056,13.34185,14.93581,11.21413,4.517085,4.77823,7.800084,8.123214,6.060038,8.958157,3.294146,5.227679,6.293006,7.265272,8.898026,7.946492,11.77623,9.802854,9.071524,7.44152,9.044572,5.939362,9.963753,8.184413,12.15094,16.04989,14.70087,13.39986,12.30176,8.660625,7.227815
73.5,-0.5,5.001138,13.41332,15.11007,11.31589,4.663612,4.726005,7.919019,8.207008,6.322907,9.095105,3.217362,5.1728,6.195765,7.18898,8.898818,8.077624,12.10952,10.2188,9.133347,7.709277,9.007215,5.782665,9.850322,8.032425,12.17797,16.03391,14.45451,13.64031,12.03983,8.58169,7.27056
73.5,0,5.017906,13.48583,15.2877,11.4191,4.825462,4.700836,8.040408,8.346948,6.606818,9.23315,3.171773,5.131589,6.102919,7.114882,8.901606,8.217435,12.44572,10.64977,9.207683,7.991359,8.972353,5.632792,9.742425,7.890323,12.20922,16.04388,14.22222,13.88238,11.80448,8.529245,7.318917
73.5,0.5,4.989956,13.58986,15.36434,11.45136,5.005686,4.552777,8.076773,8.255039,6.802624,9.392748,3.059324,5.039372,6.061352,7.030104,8.85394,8.34178,12.64634,10.94405,9.249852,8.169446,8.947525,5.482336,9.636457,7.76501,12.17141,15.88504,14.25665,14.24167,11.42075,8.537037,7.309387
73.5,1,5.054073,13.69658,15.44577,11.48573,5.212304,4.438755,8.120207,8.214548,7.012286,9.554566,2.983706,4.960291,6.02828,6.949159,8.808293,8.474848,12.85004,11.24748,9.302559,8.353898,8.925688,5.339016,9.5382,7.655716,12.13722,15.75054,14.29331,14.60288,11.09297,8.558174,7.310178
73.5,1.5,5.192934,13.80657,15.53201,11.52244,5.443526,4.363562,8.171586,8.243589,7.233114,9.718904,2.944744,4.895826,6.004228,6.872148,8.764968,8.615994,13.05656,11.55893,9.366132,8.54364,8.906794,5.204168,9.446895,7.563183,12.10706,15.64095,14.33242,14.96543,10.83582,8.593055,7.321257
73.5,2,5.388275,13.91963,15.62288,11.56134,5.697171,4.331019,8.232128,8.356242,7.464074,9.885428,2.941669,4.846965,5.98885,6.799338,8.724161,8.764957,13.2659,11.87795,9.440476,8.738388,8.89098,5.078564,9.362714,7.488231,12.08082,15.55642,14.37395,15.32951,10.66807,8.641717,7.342775
73.5,2.5,5.461917,14.01078,15.65054,11.476,5.836736,4.295559,8.267712,8.424493,7.780858,10.03078,2.930157,4.725115,6.016196,6.699378,8.653697,8.88818,13.39393,12.13095,9.512774,8.891981,8.854574,4.967543,9.262835,7.383999,12.05494,15.47395,14.44751,15.66293,10.53218,8.660244,7.343544
73.5,3,5.404851,14.08246,15.62049,11.27063,5.857883,4.241178,8.284104,8.429333,8.181334,10.15631,3.04017,4.52628,6.097832,6.573787,8.556195,8.985763,13.44114,12.31589,9.582607,9.006156,8.798718,4.871507,9.149018,7.248256,12.03069,15.38957,14.55439,15.96665,10.40579,8.653375,7.330786
73.5,3.5,5.381852,14.16014,15.60243,11.07356,5.892972,4.2113,8.319388,8.484435,8.5864,10.28452,3.227762,4.33993,6.201843,6.45387,8.463321,9.09137,13.49206,12.50489,9.662231,9.127402,8.748956,4.788801,9.044263,7.129241,12.0127,15.32532,14.6649,16.27317,10.36601,8.666701,7.337519
73.5,4,5.393476,14.24383,15.59735,10.88536,5.941434,4.20667,8.374042,8.593853,8.995977,10.41534,3.480069,4.167508,6.326974,6.340226,8.375954,9.205735,13.54608,12.69758,9.750771,9.255397,8.704672,4.720161,8.94881,7.027753,12.00171,15.28062,14.77964,16.5821,10.4211,8.701233,7.363478
73.5,4.5,5.438527,14.33383,15.60569,10.70657,6.002586,4.225276,8.44757,8.764341,9.408832,10.54857,3.795446,4.01087,6.471088,6.233289,8.294197,9.327601,13.60366,12.89406,9.848065,9.38982,8.666593,4.668314,8.862322,6.945382,11.99729,15.25554,14.89817,16.89341,10.57045,8.756927,7.408781
73.5,5,5.152545,14.45957,15.50721,10.4974,5.732636,4.106456,8.423122,8.826062,9.856569,10.67336,4.176272,3.74747,6.668268,6.196184,8.269585,9.493223,13.57683,13.07955,9.988233,9.564657,8.694479,4.787368,8.808596,6.7187,12.0153,15.21357,14.91754,17.04511,10.41409,8.717815,7.415174
73.5,5.5,4.908483,14.59133,15.42951,10.30164,5.480049,4.002783,8.42514,8.949728,10.30943,10.80168,4.593881,3.497539,6.887911,6.171194,8.25519,9.666822,13.5538,13.26744,10.13563,9.747091,8.729188,4.928075,8.773259,6.503376,12.04193,15.19019,14.94135,17.20285,10.31642,8.713918,7.444622
73.5,6,4.715415,14.72918,15.3731,10.11964,5.247595,3.91368,8.45442,9.126696,10.76576,10.93329,5.033577,3.275293,7.126903,6.158128,8.251498,9.848394,13.53395,13.45731,10.28954,9.937032,8.770769,5.092445,8.756763,6.300742,12.07712,15.18557,14.96988,17.36688,10.29027,8.745987,7.497374
73.5,6.5,4.581619,14.87283,15.3387,9.95253,5.038656,3.839116,8.511331,9.348338,11.22505,11.0682,5.486927,3.115162,7.383457,6.15706,8.258002,10.03728,13.5178,13.64942,10.44954,10.13352,8.819377,5.281229,8.758142,6.112298,12.12109,15.19913,15.00344,17.53675,10.34309,8.814384,7.572222
73.5,7,4.398199,14.93438,15.28777,9.849613,4.856601,3.748561,8.508573,9.460405,11.54298,11.21645,5.905841,2.963089,7.524699,6.163453,8.244261,10.17231,13.44239,13.76155,10.53909,10.28962,8.857241,5.489511,8.703938,5.874181,12.11755,15.20666,14.96254,17.57284,10.30725,8.861732,7.633709
73.5,7.5,4.157005,14.91469,15.22572,9.805088,4.715518,3.701488,8.451527,9.463006,11.71971,11.37862,6.290159,2.791724,7.551988,6.177721,8.208741,10.25285,13.30727,13.79295,10.55659,10.4057,8.885244,5.711687,8.60626,5.585671,12.06585,15.20516,14.85109,17.47797,10.1721,8.891541,7.680458
73.5,8,3.972635,14.90268,15.19553,9.768297,4.628444,3.784222,8.429671,9.507316,11.89835,11.54354,6.682262,2.647711,7.595769,6.206106,8.182302,10.33988,13.17435,13.8251,10.57837,10.52943,8.922174,5.95055,8.54122,5.315152,12.02208,15.21745,14.74899,17.39352,10.11376,8.961924,7.747225
73.5,8.5,3.849332,14.89924,15.19773,9.739454,4.606633,3.916745,8.444476,9.597559,12.07887,11.71155,7.080488,2.544689,7.654129,6.247381,8.165081,10.43255,13.04466,13.85797,10.60448,10.65972,8.967159,6.206328,8.507423,5.066124,11.98602,15.24367,14.65713,17.31999,10.14404,9.072467,7.833208
73.5,9,3.790416,14.90468,15.23244,9.718464,4.657575,4.069545,8.49553,9.739707,12.26064,11.8823,7.483497,2.498649,7.726079,6.302238,8.156672,10.53124,12.91735,13.89172,10.63504,10.79673,9.020588,6.479408,8.504202,4.844576,11.95826,15.28307,14.5755,17.25792,10.26688,9.221631,7.937691
73.5,9.5,3.739901,14.72706,15.12216,9.761816,4.949437,3.876056,8.423766,9.723866,12.31468,12.01552,7.75625,2.554675,7.67614,6.289703,8.076079,10.58012,12.80557,13.93335,10.61658,10.87184,9.012312,6.734221,8.442652,4.680832,11.87037,15.44212,14.23075,16.70919,10.21834,9.317326,8.038198
73.5,10,3.730089,14.5597,15.04608,9.807199,5.263668,3.727664,8.391773,9.762546,12.37021,12.15268,8.032003,2.641017,7.641226,6.292094,8.007833,10.6344,12.69827,13.97676,10.60178,10.95221,9.015162,7.003466,8.422015,4.545475,11.79108,15.61224,13.90158,16.18295,10.22724,9.447033,8.157017
73.5,10.5,3.762323,14.40341,15.00446,9.8548,5.594289,3.624071,8.401323,9.852521,12.4272,12.29287,8.309644,2.760046,7.619943,6.308948,7.951575,10.69373,12.59517,14.02186,10.59074,11.03772,9.028674,7.28525,8.43758,4.439891,11.72108,15.79326,13.58911,15.68517,10.30138,9.609267,8.29336
73.5,11,3.837475,14.26006,14.99748,9.904293,5.938246,3.566779,8.45179,9.991068,12.48571,12.43658,8.589552,2.920604,7.611316,6.340335,7.908025,10.75821,12.49639,14.0685,10.58422,11.12844,9.053101,7.579031,8.486092,4.364522,11.66074,15.98437,13.29546,15.22356,10.4478,9.80277,8.446488
73.5,11.5,3.921518,13.98419,14.88234,9.962138,6.288649,3.393409,8.444291,10.0502,12.51171,12.58627,8.836512,3.112191,7.57796,6.353782,7.845567,10.82231,12.40464,14.12359,10.60745,11.20342,9.027602,7.797573,8.45013,4.258356,11.62293,16.12409,12.91093,14.60052,10.57083,9.988107,8.590071
73.5,12,3.996994,13.57358,14.65898,10.0287,6.644211,3.150882,8.376045,10.01886,12.50789,12.74162,9.051006,3.375277,7.520024,6.350714,7.764472,10.88965,12.3225,14.18992,10.66205,11.26436,8.952841,7.939827,8.322789,4.173507,11.6097,16.21221,12.43703,13.83911,10.64688,10.15749,8.719931
73.5,12.5,4.095097,13.176,14.4711,10.0978,7.006739,3.069613,8.342666,10.02351,12.5087,12.89869,9.267213,3.665302,7.473006,6.363798,7.697112,10.96613,12.24999,14.26126,10.72215,11.33207,8.8899,8.090487,8.215006,4.199741,11.60789,16.30987,11.98563,13.16589,10.76284,10.34531,8.859822
73.5,13,4.21473,12.79454,14.32084,10.16898,7.374667,3.168712,8.343259,10.06663,12.51386,13.05744,9.48526,3.972204,7.436075,6.393322,7.643835,11.05184,12.18689,14.33775,10.78812,11.40681,8.839073,8.248686,8.128578,4.337016,11.61738,16.416,11.56006,12.59303,10.91278,10.55035,9.009114
73.5,13.5,4.359715,12.43202,14.21053,10.24263,7.747092,3.399772,8.376076,10.15001,12.5233,13.21827,9.704992,4.291677,7.408836,6.438793,7.604863,11.14639,12.13319,14.41873,10.85954,11.48851,8.800329,8.414199,8.064643,4.56698,11.63805,16.5307,11.16152,12.1264,11.0914,10.77149,9.167154
73.5,14,4.400924,11.69144,13.98789,10.28723,7.988202,3.535723,8.146039,10.02809,12.61075,13.35703,9.849861,4.668375,7.311661,6.37814,7.500902,11.22881,12.07657,14.58769,10.99207,11.54445,8.731618,8.460422,7.870335,4.943015,11.62206,16.51552,10.57663,11.3826,11.15937,10.95535,9.312429
73.5,14.5,4.528061,10.96698,13.79464,10.33538,8.234199,3.744587,7.971626,9.929292,12.71122,13.49828,9.996257,5.057831,7.22155,6.331501,7.403698,11.32316,12.02828,14.76119,11.13531,11.60516,8.672265,8.510918,7.691376,5.457136,11.61101,16.5078,10.02341,10.74173,11.24101,11.15257,9.465558
